date,shift,required_ground_crew_count
2024-10-29,Night,81
2025-01-10,Afternoon,81
2026-11-23,Afternoon,75
2025-09-07,Morning,77
2024-10-16,Morning,86
2024-01-06,Night,68
2025-04-16,Afternoon,56
2026-12-16,Afternoon,83
2025-04-19,Night,44
2026-02-05,Morning,99
2024-10-04,Night,39
2026-04-30,Morning,109
2026-04-30,Night,55
2025-10-28,Morning,136
2026-04-25,Morning,73
2025-09-26,Afternoon,156
2025-02-18,Morning,90
2026-03-19,Night,61
2026-07-04,Afternoon,69
2026-07-10,Morning,77
2024-08-21,Morning,152
2026-01-11,Night,77
2024-01-05,Afternoon,94
2025-09-18,Night,83
2025-09-17,Morning,107
2025-02-02,Night,47
2026-12-25,Afternoon,84
2026-08-25,Afternoon,132
2024-02-12,Morning,69
2024-08-16,Morning,113
2024-08-15,Night,105
2026-09-10,Night,57
2025-07-22,Morning,67
2026-03-09,Night,82
2026-06-06,Morning,63
2026-04-21,Morning,85
2024-04-07,Morning,165
2024-06-02,Morning,166
2025-03-09,Morning,121
2025-01-05,Morning,87
2026-03-29,Morning,60
2024-06-20,Afternoon,159
2025-02-11,Night,40
2024-09-16,Afternoon,82
2024-07-25,Morning,121
2024-07-08,Night,78
2024-08-02,Morning,180
2025-09-10,Night,80
2025-03-25,Afternoon,146
2025-04-22,Morning,94
2025-06-09,Morning,106
2026-03-23,Night,53
2026-08-02,Night,63
2025-07-30,Afternoon,127
2025-12-04,Night,84
2026-03-20,Night,71
2026-01-26,Morning,38
2024-05-27,Afternoon,50
2026-12-13,Morning,98
2024-06-29,Afternoon,132
2025-03-27,Morning,53
2025-12-16,Night,91
2025-03-18,Afternoon,65
2024-09-23,Morning,115
2026-10-08,Morning,79
2024-03-19,Afternoon,125
2024-09-26,Afternoon,106
2026-12-24,Night,85
2026-03-10,Morning,149
2024-04-05,Afternoon,81
2026-04-07,Afternoon,124
2026-11-28,Morning,157
2024-04-17,Afternoon,101
2025-03-29,Morning,80
2025-05-28,Morning,70
2024-05-23,Afternoon,66
2024-08-07,Night,49
2024-07-09,Morning,63
2024-07-22,Morning,121
2025-03-18,Afternoon,76
2025-05-23,Night,80
2024-09-17,Afternoon,88
2024-11-13,Morning,66
2024-07-29,Afternoon,76
2026-05-22,Afternoon,73
2024-08-20,Afternoon,43
2026-09-21,Morning,95
2025-08-13,Morning,166
2026-05-29,Morning,73
2025-11-28,Afternoon,118
2024-10-18,Morning,96
2025-10-21,Morning,112
2024-10-27,Afternoon,117
2024-05-09,Night,54
2024-10-06,Morning,119
2024-10-29,Afternoon,96
2024-05-28,Afternoon,82
2024-01-26,Morning,73
2026-10-31,Night,35
2025-07-16,Night,73
2025-03-16,Morning,132
2026-10-16,Morning,84
2024-09-03,Morning,154
2025-03-17,Morning,177
2026-07-16,Afternoon,210
2025-11-23,Night,106
2025-03-13,Night,125
2024-10-07,Morning,85
2024-02-08,Afternoon,52
2024-04-03,Morning,87
2024-06-26,Afternoon,83
2026-05-12,Morning,86
2025-12-01,Night,95
2025-04-20,Night,44
2026-05-08,Morning,63
2024-06-25,Afternoon,138
2024-08-19,Afternoon,88
2025-03-06,Night,45
2026-10-02,Afternoon,116
2025-11-04,Morning,74
2026-07-21,Afternoon,138
2024-09-28,Morning,117
2026-07-18,Afternoon,143
2024-03-20,Morning,109
2024-09-06,Afternoon,117
2025-07-27,Night,38
2024-02-25,Morning,88
2026-07-29,Afternoon,139
2026-08-08,Afternoon,106
2025-08-16,Morning,119
2024-12-01,Afternoon,116
2024-04-18,Afternoon,46
2025-11-09,Morning,106
2025-08-12,Night,76
2026-04-12,Afternoon,80
2025-10-22,Afternoon,76
2024-05-20,Morning,64
2024-05-13,Morning,63
2026-05-05,Morning,83
2024-06-23,Night,96
2026-10-25,Night,86
2024-04-26,Night,43
2026-03-09,Morning,97
2026-12-04,Afternoon,159
2025-04-28,Night,35
2024-03-03,Afternoon,97
2026-08-18,Morning,116
2024-07-24,Night,66
2025-08-01,Morning,84
2026-12-15,Morning,132
2026-03-27,Night,83
2024-02-20,Afternoon,133
2026-06-18,Morning,146
2024-06-25,Afternoon,60
2026-04-01,Night,51
2025-11-11,Morning,148
2024-11-11,Night,41
2025-04-09,Morning,111
2024-05-09,Morning,91
2026-12-17,Afternoon,119
2024-09-18,Afternoon,51
2024-12-04,Morning,101
2025-07-05,Afternoon,166
2026-01-06,Afternoon,50
2025-07-07,Afternoon,83
2025-07-07,Afternoon,83
2025-09-30,Night,46
2026-07-29,Afternoon,146
2025-03-09,Afternoon,90
2026-07-01,Afternoon,104
2026-05-12,Afternoon,85
2026-11-19,Morning,78
2026-09-27,Morning,131
2026-05-24,Morning,130
2024-09-27,Morning,42
2026-04-28,Night,54
2026-03-18,Afternoon,55
2024-11-13,Afternoon,57
2026-01-13,Afternoon,126
2024-10-04,Afternoon,63
2025-07-27,Afternoon,178
2026-05-23,Afternoon,62
2024-07-25,Afternoon,56
2025-01-04,Morning,94
2026-05-21,Afternoon,70
2025-05-12,Afternoon,152
2026-11-18,Night,62
2024-01-09,Night,41
2026-03-02,Night,60
2026-06-11,Afternoon,105
2026-10-02,Morning,90
2024-06-20,Afternoon,119
2026-12-14,Night,77
2025-03-05,Night,54
2025-01-20,Night,38
2025-01-24,Morning,135
2025-11-30,Afternoon,108
2025-12-23,Night,59
2025-06-03,Afternoon,64
2024-03-18,Afternoon,77
2026-12-17,Afternoon,96
2024-08-31,Afternoon,55
2024-04-12,Morning,121
2025-10-16,Morning,89
2025-03-27,Night,83
2025-11-05,Night,78
2026-08-17,Night,58
2024-04-16,Morning,105
2024-11-07,Morning,52
2025-07-20,Morning,178
2026-05-13,Night,39
2025-10-20,Afternoon,109
2025-02-23,Night,43
2025-10-30,Morning,99
2026-12-10,Afternoon,217
2025-06-10,Night,112
2026-08-26,Morning,149
2026-05-04,Night,71
2024-11-26,Afternoon,125
2024-09-30,Morning,133
2026-04-24,Morning,99
2024-08-15,Night,75
2025-01-04,Afternoon,92
2024-09-14,Night,78
2025-10-26,Night,53
2024-11-18,Afternoon,103
2025-12-22,Night,62
2026-10-21,Night,52
2026-06-28,Morning,162
2026-11-04,Night,75
2024-01-27,Morning,65
2025-05-14,Morning,170
2024-08-29,Afternoon,105
2026-10-02,Night,59
2026-02-19,Morning,103
2024-12-16,Afternoon,56
2025-09-09,Afternoon,110
2025-10-25,Morning,151
2025-06-27,Night,76
2025-06-03,Night,81
2024-03-01,Morning,86
2025-05-10,Morning,124
2025-01-16,Night,52
2026-06-15,Morning,145
2026-08-06,Morning,149
2026-04-02,Night,74
2024-02-03,Night,65
2026-07-10,Afternoon,155
2025-03-10,Afternoon,66
2025-04-01,Night,83
2026-11-01,Afternoon,156
2026-08-08,Afternoon,105
2024-02-25,Night,58
2025-01-29,Afternoon,52
2026-04-01,Afternoon,124
2025-08-13,Morning,83
2024-10-09,Afternoon,131
2025-07-29,Afternoon,137
2026-08-07,Morning,120
2024-09-01,Afternoon,159
2026-03-28,Night,101
2026-03-16,Afternoon,64
2026-08-28,Morning,149
2024-11-22,Morning,125
2024-08-24,Morning,96
2025-08-23,Night,67
2025-08-05,Afternoon,154
2025-03-24,Morning,91
2026-05-04,Night,46
2026-05-25,Morning,117
2024-09-26,Morning,114
2026-05-21,Night,69
2024-09-09,Afternoon,214
2025-03-22,Night,55
2024-01-30,Night,66
2025-01-08,Night,55
2026-11-16,Morning,69
2025-04-30,Night,38
2026-02-17,Afternoon,153
2024-04-28,Morning,122
2025-11-27,Night,70
2025-02-11,Afternoon,82
2026-03-26,Night,63
2026-10-14,Afternoon,64
2025-08-05,Afternoon,112
2024-04-22,Morning,89
2025-06-05,Night,66
2024-05-14,Afternoon,98
2025-05-07,Morning,55
2024-03-08,Morning,110
2025-12-02,Night,166
2024-12-06,Morning,127
2024-08-08,Afternoon,72
2024-01-19,Afternoon,72
2026-08-31,Morning,84
2026-07-06,Afternoon,120
2026-06-08,Morning,74
2024-03-04,Night,47
2025-01-18,Night,58
2026-11-30,Morning,173
2025-09-26,Afternoon,65
2024-05-20,Afternoon,83
2024-06-03,Night,121
2024-10-15,Morning,102
2026-12-01,Afternoon,52
2024-07-04,Night,74
2026-09-16,Morning,91
2026-01-13,Afternoon,82
2026-10-07,Morning,104
2026-06-24,Afternoon,128
2024-12-30,Morning,103
2026-06-26,Night,84
2024-07-04,Afternoon,57
2024-11-14,Morning,71
2024-08-20,Night,62
2024-05-25,Night,54
2024-04-08,Afternoon,43
2024-07-24,Afternoon,129
2024-05-11,Morning,63
2025-02-20,Afternoon,38
2024-03-19,Morning,117
2024-03-08,Morning,79
2026-12-20,Night,82
2024-04-06,Afternoon,80
2024-03-22,Morning,77
2024-02-02,Morning,130
2024-05-25,Night,54
2025-08-01,Morning,135
2026-06-25,Morning,93
2026-03-16,Morning,74
2025-09-27,Morning,97
2024-04-03,Morning,85
2026-04-28,Night,33
2024-02-10,Morning,101
2025-11-22,Afternoon,64
2025-03-24,Afternoon,92
2026-08-24,Afternoon,108
2024-12-03,Afternoon,132
2025-11-30,Afternoon,138
2025-04-27,Afternoon,45
2025-07-26,Afternoon,87
2026-10-25,Night,40
2026-02-20,Afternoon,75
2025-03-30,Night,45
2025-05-05,Morning,122
2026-02-11,Afternoon,79
2025-01-14,Afternoon,100
2024-07-02,Morning,85
2025-05-27,Night,62
2024-03-15,Morning,102
2024-07-05,Morning,63
2025-04-06,Night,42
2026-05-23,Morning,123
2026-05-06,Afternoon,54
2024-10-12,Morning,68
2025-04-07,Night,51
2024-06-17,Afternoon,163
2026-04-07,Afternoon,92
2024-09-27,Night,53
2026-05-26,Afternoon,104
2026-07-11,Night,52
2026-01-25,Night,66
2024-12-27,Afternoon,78
2026-11-10,Night,47
2026-01-21,Afternoon,72
2025-12-08,Morning,164
2026-07-27,Morning,124
2026-08-24,Afternoon,64
2024-03-26,Morning,112
2026-08-24,Afternoon,124
2026-04-18,Morning,133
2024-08-14,Afternoon,110
2024-12-03,Morning,128
2026-04-04,Night,66
2024-08-25,Morning,123
2025-05-10,Morning,120
2026-01-25,Afternoon,67
2025-12-13,Afternoon,127
2026-09-24,Afternoon,64
2024-05-02,Afternoon,158
2024-11-19,Morning,42
2026-12-15,Night,56
2025-09-15,Afternoon,61
2024-09-29,Morning,121
2024-11-13,Night,34
2025-01-06,Afternoon,55
2025-08-30,Afternoon,55
2024-11-07,Afternoon,67
2025-11-12,Afternoon,72
2025-05-03,Afternoon,114
2025-10-30,Morning,131
2024-06-19,Morning,130
2025-11-14,Night,63
2026-10-10,Afternoon,45
2024-05-28,Afternoon,56
2024-12-24,Morning,121
2026-01-30,Afternoon,93
2025-11-07,Morning,95
2026-01-09,Morning,98
2025-09-05,Morning,170
2026-01-18,Afternoon,84
2025-10-29,Afternoon,64
2024-03-22,Morning,119
2026-04-03,Morning,89
2025-05-04,Afternoon,103
2024-02-26,Afternoon,110
2025-03-24,Afternoon,86
2025-04-21,Morning,114
2024-04-05,Afternoon,61
2026-12-27,Night,123
2024-08-31,Afternoon,114
2024-12-28,Morning,159
2025-04-28,Afternoon,112
2026-07-01,Morning,135
2026-03-25,Morning,112
2026-04-24,Morning,100
2024-09-16,Night,78
2026-07-15,Afternoon,112
2026-06-28,Night,47
2025-05-23,Afternoon,172
2025-08-21,Afternoon,87
2024-02-10,Morning,93
2026-04-13,Afternoon,50
2026-11-19,Morning,99
2025-06-01,Afternoon,89
2025-08-15,Morning,131
2025-07-01,Morning,102
2024-03-31,Afternoon,65
2025-11-10,Morning,92
2026-03-01,Morning,153
2026-10-14,Night,56
2026-10-16,Morning,102
2025-06-23,Morning,179
2026-11-17,Morning,119
2025-08-02,Morning,96
2025-12-04,Afternoon,266
2025-10-21,Morning,106
2026-12-30,Afternoon,98
2026-03-19,Afternoon,70
2024-05-11,Morning,109
2024-03-19,Night,86
2025-03-25,Night,55
2025-07-19,Morning,96
2026-01-02,Morning,87
2025-06-11,Morning,173
2025-07-18,Morning,82
2026-10-07,Afternoon,72
2025-01-02,Afternoon,35
2025-06-24,Afternoon,111
2025-09-02,Morning,94
2025-05-28,Morning,116
2026-11-27,Night,49
2026-11-20,Night,36
2025-07-16,Morning,91
2025-05-08,Afternoon,64
2025-10-07,Afternoon,76
2024-07-17,Afternoon,143
2025-04-11,Afternoon,112
2024-08-25,Night,70
2024-06-06,Morning,176
2024-04-14,Morning,115
2025-10-05,Night,76
2024-01-01,Morning,184
2025-12-09,Morning,157
2025-04-18,Afternoon,119
2025-02-05,Night,74
2026-04-23,Afternoon,61
2025-08-13,Night,68
2026-03-14,Afternoon,78
2026-02-16,Morning,120
2024-02-05,Afternoon,67
2024-08-24,Night,87
2025-09-16,Night,64
2026-12-05,Morning,68
2024-06-18,Morning,105
2024-04-25,Night,63
2026-10-28,Morning,90
2026-11-25,Morning,61
2024-07-02,Night,94
2025-03-16,Afternoon,147
2025-11-17,Morning,104
2024-08-01,Morning,66
2024-12-23,Morning,174
2025-03-09,Night,64
2025-12-04,Afternoon,73
2024-12-03,Morning,92
2025-03-27,Morning,124
2024-11-13,Morning,100
2026-04-12,Morning,88
2024-06-16,Morning,150
2024-09-09,Afternoon,52
2024-09-30,Morning,65
2026-09-19,Morning,60
2026-11-01,Afternoon,124
2025-07-02,Afternoon,55
2024-06-20,Morning,104
2026-04-08,Morning,138
2025-06-23,Morning,158
2026-07-20,Morning,136
2025-01-29,Afternoon,61
2026-12-30,Morning,122
2026-06-03,Night,58
2024-09-02,Afternoon,72
2026-03-06,Morning,94
2024-11-10,Morning,209
2025-01-18,Morning,99
2024-10-01,Morning,88
2026-01-17,Afternoon,56
2024-10-15,Morning,84
2025-12-01,Night,66
2025-09-30,Afternoon,59
2026-04-02,Afternoon,67
2026-12-24,Night,53
2024-01-10,Afternoon,52
2026-12-21,Night,71
2024-04-29,Night,79
2025-07-31,Morning,152
2025-01-08,Morning,225
2025-12-01,Morning,127
2026-03-02,Morning,117
2026-07-31,Afternoon,73
2025-03-16,Morning,67
2026-10-19,Afternoon,101
2024-12-19,Night,54
2024-08-11,Morning,100
2025-02-19,Afternoon,41
2025-08-02,Morning,141
2026-01-02,Night,36
2026-07-01,Afternoon,75
2024-09-03,Morning,83
2024-11-28,Afternoon,92
2026-10-25,Morning,74
2025-04-27,Afternoon,73
2024-09-21,Afternoon,78
2026-12-16,Afternoon,155
2025-05-07,Afternoon,80
2026-12-15,Night,47
2026-10-04,Night,47
2026-09-20,Afternoon,125
2025-09-29,Afternoon,159
2026-05-25,Afternoon,86
2026-11-18,Night,45
2024-10-21,Night,70
2024-02-11,Morning,87
2024-12-17,Morning,292
2025-11-29,Morning,89
2025-08-22,Morning,106
2024-03-29,Morning,123
2025-09-06,Morning,43
2024-07-10,Afternoon,121
2025-07-08,Morning,84
2025-09-22,Morning,92
2025-11-28,Afternoon,139
2025-03-28,Morning,134
2025-03-23,Afternoon,59
2026-01-13,Night,67
2026-04-01,Night,114
2026-06-04,Afternoon,111
2024-12-31,Morning,106
2025-04-09,Morning,108
2024-12-28,Night,64
2025-08-01,Afternoon,143
2024-05-19,Night,64
2025-04-16,Afternoon,97
2024-07-25,Morning,94
2025-08-06,Afternoon,91
2026-07-21,Night,80
2026-12-15,Night,55
2025-05-04,Morning,73
2024-03-02,Afternoon,131
2024-09-06,Morning,67
2024-04-24,Night,36
2026-04-12,Morning,177
2026-12-15,Afternoon,107
2025-08-30,Morning,91
2024-07-12,Afternoon,151
2024-01-24,Afternoon,62
2026-12-05,Morning,50
2024-12-12,Night,56
2024-05-02,Night,60
2024-07-12,Night,67
2024-10-06,Morning,120
2025-12-19,Afternoon,88
2026-09-04,Afternoon,99
2024-10-28,Afternoon,61
2026-01-23,Afternoon,111
2024-03-12,Afternoon,92
2024-01-12,Morning,157
2024-03-01,Afternoon,100
2026-10-08,Morning,103
2025-09-29,Morning,119
2026-06-01,Morning,103
2024-01-24,Morning,74
2024-01-25,Night,59
2026-07-19,Afternoon,221
2024-04-22,Morning,104
2024-06-19,Night,48
2025-07-22,Night,81
2025-10-26,Night,78
2024-09-07,Night,54
2025-05-02,Night,53
2026-01-09,Afternoon,101
2025-04-30,Night,41
2025-02-23,Night,42
2024-03-19,Morning,71
2025-05-10,Night,52
2026-05-29,Night,46
2025-11-17,Night,32
2026-09-05,Night,59
2024-05-18,Morning,104
2024-01-13,Afternoon,61
2025-08-23,Afternoon,151
2024-07-14,Afternoon,109
2025-10-13,Night,68
2026-09-17,Night,62
2025-01-04,Afternoon,85
2025-08-25,Night,82
2026-01-17,Morning,74
2024-06-13,Night,45
2026-09-10,Morning,131
2024-08-10,Afternoon,90
2026-06-04,Morning,176
2025-12-24,Afternoon,135
2024-06-03,Morning,100
2026-03-05,Morning,125
2024-08-03,Afternoon,146
2025-10-18,Afternoon,100
2026-11-17,Morning,53
2026-11-10,Afternoon,47
2026-08-12,Morning,118
2025-06-25,Morning,57
2025-09-05,Morning,120
2024-11-25,Afternoon,68
2026-10-06,Night,65
2025-06-07,Afternoon,86
2026-04-25,Night,66
2025-01-29,Afternoon,102
2026-03-22,Night,47
2024-09-02,Night,67
2026-03-15,Morning,108
2024-02-20,Morning,101
2024-04-24,Morning,109
2025-01-21,Afternoon,78
2025-06-12,Afternoon,176
2026-02-18,Morning,102
2025-01-28,Night,41
2024-01-21,Night,43
2024-12-22,Morning,86
2025-04-26,Morning,151
2025-08-18,Morning,85
2025-12-06,Morning,134
2024-09-28,Night,76
2025-10-31,Afternoon,53
2025-11-23,Morning,98
2026-05-01,Afternoon,83
2025-07-26,Morning,75
2026-06-07,Afternoon,115
2024-08-30,Afternoon,127
2026-02-19,Afternoon,100
2024-02-20,Afternoon,76
2024-04-22,Night,64
2026-08-05,Morning,112
2025-06-04,Night,82
2025-11-11,Morning,172
2025-10-23,Morning,61
2026-01-31,Night,44
2024-09-26,Afternoon,67
2024-07-14,Morning,94
2024-02-16,Afternoon,58
2026-08-05,Afternoon,124
2024-09-02,Night,67
2025-09-22,Afternoon,63
2025-05-13,Morning,80
2024-06-26,Afternoon,91
2025-03-29,Morning,113
2024-04-01,Morning,191
2024-07-12,Afternoon,108
2024-06-02,Night,39
2026-06-22,Morning,60
2025-09-13,Night,55
2026-10-11,Afternoon,72
2025-04-22,Night,80
2024-08-08,Morning,61
2025-10-29,Morning,93
2026-10-15,Morning,115
2025-08-06,Morning,87
2024-01-20,Morning,159
2024-11-28,Morning,53
2026-10-10,Morning,103
2025-07-22,Morning,179
2026-11-09,Night,71
2025-07-12,Night,70
2024-01-14,Morning,121
2026-08-14,Night,94
2026-04-16,Morning,84
2026-02-22,Afternoon,70
2026-11-29,Night,46
2024-08-03,Afternoon,73
2026-09-19,Morning,134
2024-09-11,Morning,89
2026-11-29,Afternoon,102
2024-07-28,Afternoon,112
2025-08-26,Afternoon,150
2026-05-15,Afternoon,77
2024-03-26,Morning,86
2024-03-14,Afternoon,58
2026-07-20,Morning,214
2024-03-07,Night,58
2025-11-03,Afternoon,71
2026-10-25,Afternoon,147
2025-11-04,Afternoon,104
2025-06-11,Morning,81
2025-04-02,Morning,78
2025-11-30,Afternoon,113
2025-09-18,Afternoon,55
2025-07-03,Afternoon,81
2024-06-17,Night,56
2025-12-27,Morning,65
2026-03-21,Morning,113
2026-02-15,Afternoon,150
2024-03-23,Morning,78
2026-02-09,Morning,77
2026-03-10,Night,43
2024-07-20,Night,84
2026-07-19,Night,49
2025-07-28,Morning,133
2025-06-01,Morning,146
2026-03-03,Afternoon,123
2025-07-12,Night,67
2025-08-20,Morning,87
2024-12-08,Morning,97
2026-10-13,Morning,89
2026-11-28,Night,55
2024-05-22,Night,52
2026-03-14,Afternoon,90
2024-01-26,Morning,88
2025-02-08,Afternoon,51
2026-11-29,Afternoon,81
2024-07-10,Morning,121
2025-02-17,Morning,84
2024-08-28,Afternoon,153
2026-03-09,Morning,88
2025-05-23,Night,63
2025-10-12,Afternoon,74
2026-10-30,Morning,188
2025-07-25,Afternoon,188
2026-03-15,Afternoon,122
2024-04-17,Morning,64
2024-08-23,Afternoon,71
2026-11-03,Morning,129
2026-07-31,Morning,161
2025-12-20,Afternoon,171
2025-02-18,Afternoon,75
2024-08-06,Morning,102
2026-07-22,Morning,88
2026-05-10,Afternoon,92
2024-09-21,Morning,102
2025-10-08,Night,73
2025-11-09,Afternoon,74
2025-06-07,Night,80
2026-10-12,Morning,84
2024-05-16,Night,51
2024-10-09,Morning,99
2024-04-14,Morning,85
2026-01-29,Morning,101
2025-12-06,Morning,122
2026-12-18,Night,106
2025-08-17,Afternoon,170
2024-06-14,Afternoon,73
2025-05-09,Afternoon,42
2024-04-06,Afternoon,132
2026-01-05,Afternoon,112
2026-01-08,Night,60
2026-07-28,Afternoon,109
2025-01-07,Afternoon,37
2024-12-05,Morning,161
2024-03-19,Night,84
2025-03-31,Morning,91
2025-06-04,Morning,188
2026-04-06,Night,47
2026-04-06,Morning,69
2024-06-02,Morning,69
2024-11-08,Morning,128
2025-07-14,Afternoon,63
2025-01-02,Night,68
2024-01-28,Night,41
2026-07-15,Afternoon,107
2026-03-12,Night,43
2025-07-23,Afternoon,117
2024-12-13,Night,82
2026-07-12,Morning,69
2024-02-08,Afternoon,42
2025-05-04,Morning,107
2026-05-27,Morning,99
2026-11-10,Afternoon,112
2024-10-02,Morning,122
2025-12-14,Afternoon,118
2024-07-26,Afternoon,97
2024-05-07,Morning,53
2025-01-21,Afternoon,91
2026-08-28,Afternoon,109
2026-01-25,Night,37
2025-06-20,Morning,78
2024-11-05,Night,73
2024-06-04,Night,57
2024-10-23,Afternoon,91
2024-06-16,Morning,151
2024-07-24,Afternoon,78
2026-01-23,Night,49
2024-05-25,Morning,163
2024-02-21,Night,79
2025-08-17,Night,51
2024-11-10,Afternoon,128
2025-05-13,Afternoon,59
2024-06-02,Afternoon,117
2024-08-18,Night,53
2025-04-28,Night,60
2026-01-26,Morning,113
2025-03-30,Morning,87
2025-08-16,Morning,102
2025-07-25,Night,78
2024-10-21,Morning,88
2024-11-02,Night,85
2025-04-11,Afternoon,111
2024-02-05,Morning,150
2026-01-21,Night,128
2025-11-04,Afternoon,101
2024-12-01,Morning,95
2025-02-13,Morning,76
2024-12-26,Morning,121
2025-12-14,Morning,150
2026-04-12,Morning,82
2024-04-29,Afternoon,186
2025-03-28,Morning,84
2024-01-16,Morning,78
2025-05-10,Morning,85
2024-09-29,Afternoon,124
2025-01-03,Night,70
2025-05-15,Morning,126
2024-12-20,Morning,170
2025-03-07,Afternoon,82
2026-04-18,Night,73
2026-06-07,Night,128
2024-01-07,Night,49
2025-02-18,Night,57
2026-07-17,Afternoon,93
2025-08-04,Night,47
2024-08-12,Morning,85
2025-10-12,Night,66
2024-06-07,Night,96
2024-01-24,Night,44
2025-11-24,Afternoon,98
2025-07-18,Night,96
2026-04-09,Morning,47
2025-01-12,Afternoon,85
2026-07-25,Morning,96
2025-04-06,Afternoon,72
2026-03-19,Afternoon,102
2024-04-19,Morning,119
2024-04-16,Morning,60
2026-05-07,Morning,85
2026-07-03,Afternoon,163
2026-10-29,Afternoon,133
2024-12-21,Afternoon,110
2024-01-25,Morning,78
2026-12-09,Night,47
2025-10-21,Afternoon,119
2024-09-27,Morning,140
2026-04-17,Morning,99
2026-09-17,Afternoon,46
2024-11-08,Morning,103
2026-04-23,Morning,126
2026-05-13,Morning,115
2025-07-03,Morning,85
2025-11-24,Morning,80
2024-10-22,Morning,118
2026-10-15,Night,40
2026-12-13,Afternoon,63
2026-12-11,Afternoon,160
2026-03-18,Afternoon,98
2024-02-16,Afternoon,81
2025-02-05,Morning,109
2025-05-02,Morning,92
2026-11-17,Morning,107
2025-08-22,Afternoon,65
2025-08-10,Afternoon,145
2024-06-09,Morning,226
2026-05-19,Afternoon,52
2025-01-03,Night,65
2024-04-10,Morning,110
2026-12-18,Afternoon,125
2024-07-27,Afternoon,104
2024-01-18,Afternoon,87
2024-03-26,Afternoon,142
2025-05-10,Afternoon,100
2024-04-22,Morning,188
2026-07-12,Afternoon,96
2025-07-15,Night,50
2024-12-20,Morning,180
2024-01-04,Night,39
2025-06-09,Morning,107
2024-06-14,Afternoon,73
2026-12-07,Afternoon,138
2024-11-15,Afternoon,78
2025-06-04,Night,58
2024-01-21,Morning,52
2024-05-23,Afternoon,69
2024-08-15,Afternoon,194
2024-02-26,Night,49
2026-03-06,Afternoon,134
2026-11-02,Night,76
2026-12-15,Night,54
2024-10-18,Morning,66
2026-05-14,Night,37
2025-07-06,Night,62
2024-02-20,Morning,112
2024-04-09,Afternoon,99
2025-08-23,Morning,62
2025-04-09,Afternoon,63
2024-01-10,Morning,44
2026-10-16,Afternoon,125
2026-03-11,Afternoon,65
2025-07-04,Afternoon,82
2026-12-17,Morning,216
2026-11-30,Afternoon,154
2026-12-03,Afternoon,142
2024-10-10,Afternoon,63
2026-08-23,Morning,111
2025-07-06,Morning,164
2026-03-06,Afternoon,114
2026-07-31,Night,53
2024-06-28,Morning,169
2025-05-06,Afternoon,90
2024-05-21,Morning,78
2024-11-02,Afternoon,38
2025-03-29,Morning,83
2026-07-26,Afternoon,90
2026-08-03,Morning,153
2025-03-03,Morning,114
2024-12-26,Morning,176
2025-08-04,Morning,149
2026-09-26,Afternoon,71
2026-12-06,Night,51
2024-09-05,Afternoon,62
2024-07-23,Night,75
2026-02-13,Afternoon,53
2024-11-26,Morning,98
2024-08-06,Morning,106
2024-02-04,Afternoon,95
2025-03-17,Morning,144
2025-03-05,Night,50
2025-09-09,Afternoon,69
