date,shift,scheduled_arrivals,scheduled_departures,international_flights,domestic_flights,wide_body_count,narrow_body_count,expected_passengers,cargo_tonnage,mail_tonnage,dangerous_goods_tonnage,weather_severity_index,wind_speed,visibility_km,rainfall_mm,equipment_utilization_rate,equipment_breakdown_count,active_gates,occupied_gates,staff_absenteeism_rate,delay_minutes,workload_index,required_ground_crew_count
2025-12-16,Afternoon,63,67,41,89,7,119,18684,107.1,17.36,1.73,0.49,32.7,15.57,0.0,81.31,2,90,59,5.86,36.1,39.37,158
2024-07-09,Morning,50,49,25,74,8,96,22711,122.44,14.95,0.41,1.25,18.3,18.4,0.0,75.52,1,91,56,2.15,9.1,38.58,146
2026-01-07,Afternoon,53,59,30,82,13,101,15451,147.11,12.02,11.91,0.07,17.0,18.95,2.0,64.96,0,61,41,6.01,38.9,32.38,158
2024-06-26,Morning,39,62,36,65,8,89,13910,88.54,6.2,1.2,0.48,18.0,19.28,0.0,68.12,2,68,36,4.17,20.6,28.07,136
2025-04-21,Morning,55,57,29,83,5,105,17784,77.19,20.15,0.42,2.74,11.1,15.0,7.5,66.91,0,67,39,2.15,16.2,35.9,130
2026-06-04,Afternoon,73,56,38,91,15,114,27117,120.25,30.67,0.08,1.05,16.8,16.14,8.3,83.09,0,118,99,2.91,133.4,49.72,183
2024-09-07,Morning,40,66,22,84,7,97,18082,62.09,11.76,1.94,2.16,24.0,17.16,3.1,68.85,2,113,60,3.54,11.0,34.87,135
2026-04-21,Morning,51,57,35,73,10,95,22680,108.91,15.84,0.99,1.83,26.2,18.33,2.8,74.4,2,65,43,1.28,51.9,42.35,154
2026-03-02,Morning,59,43,25,77,7,94,15387,73.03,9.89,0.41,1.0,25.3,16.72,13.4,68.81,7,59,31,1.87,41.7,34.59,144
2026-09-16,Morning,82,85,70,97,16,153,26400,218.27,23.71,16.7,0.4,24.3,15.48,5.1,91.45,2,105,78,2.93,117.7,60.76,226
2024-07-04,Afternoon,58,44,29,73,9,95,22122,89.24,7.17,0.66,2.51,17.3,14.38,28.2,73.47,1,99,55,5.37,34.6,39.83,154
2026-02-22,Morning,87,85,76,96,32,143,35000,250.76,25.76,1.49,1.08,15.5,16.75,1.1,78.72,2,75,66,2.15,100.4,72.81,260
2026-10-23,Morning,57,67,37,87,13,114,17037,118.62,37.1,22.09,1.47,10.0,17.91,1.5,71.64,1,63,37,3.99,31.7,38.1,175
2026-04-16,Afternoon,72,61,47,86,12,124,20279,110.66,14.27,1.8,0.45,23.5,16.4,0.0,86.73,1,52,42,6.07,56.1,41.19,171
2024-07-24,Afternoon,81,62,59,84,18,124,21087,215.48,21.04,1.33,0.54,10.2,16.84,1.7,87.93,0,71,55,3.94,32.4,47.73,188
2026-06-20,Afternoon,89,84,76,97,23,145,32378,254.83,32.37,1.54,1.07,14.3,16.23,18.9,81.34,0,95,85,4.71,121.5,69.3,242
2024-04-27,Morning,69,54,46,77,17,103,27503,171.86,14.09,0.45,1.16,13.5,16.11,5.3,76.52,2,59,41,4.68,34.7,51.33,191
2025-10-07,Night,35,33,16,52,2,67,11996,82.15,7.15,0.41,1.17,23.9,17.91,4.2,62.88,3,82,37,1.76,24.2,22.08,96
2025-06-29,Afternoon,63,87,56,94,20,126,33302,100.63,14.65,1.69,1.67,23.1,17.55,0.7,83.93,1,58,45,6.25,53.4,59.11,219
2025-08-05,Morning,120,120,102,138,29,180,35000,400.0,23.57,0.32,5.7,24.9,9.93,52.5,95.36,0,87,73,2.77,102.8,99.49,303
2025-07-23,Night,41,51,19,73,6,86,11499,69.6,6.84,0.24,0.18,6.7,19.23,0.0,73.54,2,54,20,1.03,9.5,22.31,102
2024-02-04,Afternoon,64,54,36,82,11,103,22960,151.88,9.51,23.04,0.72,13.0,16.26,4.9,69.68,0,73,52,2.29,20.2,42.09,173
2025-07-10,Afternoon,69,72,59,82,14,130,28107,137.61,17.04,10.42,0.69,20.2,16.74,1.1,92.3,1,88,76,3.5,58.8,52.31,204
2026-10-23,Night,49,42,27,64,7,85,16802,124.01,13.9,0.08,1.25,14.4,16.41,12.0,61.45,0,82,43,5.49,15.0,30.54,124
2025-04-23,Morning,55,52,27,80,7,95,23435,113.91,26.36,0.13,1.5,20.1,17.41,2.6,70.96,2,52,33,3.62,20.2,41.88,148
2024-10-30,Night,13,26,8,31,1,37,7588,21.86,7.98,1.16,2.17,19.5,16.4,14.1,56.99,0,66,20,2.38,14.2,8.63,63
2026-12-26,Afternoon,68,66,43,91,10,125,27069,63.74,11.23,0.67,2.02,17.8,14.69,6.0,86.4,5,72,51,6.3,91.2,52.98,188
2024-04-18,Morning,85,81,62,104,23,139,33301,174.77,16.71,0.97,0.42,7.4,18.72,3.0,86.8,0,60,54,2.43,55.8,62.45,221
2025-06-16,Morning,39,70,39,70,9,101,18771,112.42,10.0,0.02,0.58,8.1,18.26,8.0,77.14,1,91,60,4.47,22.7,34.96,149
2025-07-15,Morning,73,89,50,112,23,137,31168,157.13,21.66,1.46,1.13,22.0,17.15,2.1,82.26,2,67,60,1.57,96.9,62.61,225
2025-06-07,Night,31,43,15,59,6,72,12009,94.31,8.67,1.22,1.52,24.0,17.21,11.9,60.59,2,92,51,1.23,17.6,23.45,110
2026-10-07,Morning,50,43,25,68,8,86,20692,53.4,18.16,1.13,1.26,33.0,15.67,17.9,71.25,2,92,55,2.75,15.8,33.11,141
2025-04-07,Morning,60,56,39,77,9,104,19477,142.13,10.4,1.62,0.5,6.3,18.51,3.3,78.28,1,86,61,2.33,22.6,38.22,148
2026-12-02,Afternoon,84,90,66,108,24,145,26559,193.85,37.66,1.69,1.95,33.6,15.95,0.0,80.38,0,85,65,1.75,69.1,61.24,218
2024-03-14,Afternoon,60,45,36,69,14,87,17352,117.32,15.92,1.28,5.56,23.5,11.37,47.4,71.25,0,67,39,1.83,31.6,41.82,153
2026-03-15,Morning,67,67,46,88,12,125,24750,144.26,21.58,1.28,7.58,39.8,7.57,74.9,80.79,0,72,53,2.14,97.3,61.01,197
2025-10-11,Night,44,32,18,58,6,65,13759,65.54,9.4,0.67,7.72,32.8,6.78,77.7,68.85,1,43,17,7.16,87.0,36.52,131
2024-09-20,Afternoon,46,41,22,65,11,75,15449,56.74,9.51,1.77,8.61,47.1,4.8,76.8,62.11,2,66,37,3.49,155.9,43.76,165
2024-09-06,Night,37,40,17,60,8,73,14122,60.04,10.0,0.17,2.04,20.2,18.49,0.3,53.63,3,55,26,2.82,29.6,26.53,110
2026-02-27,Morning,39,39,21,57,7,72,10604,63.06,6.81,0.06,2.17,22.7,16.92,9.4,60.26,2,83,34,1.33,20.2,22.54,111
2025-11-29,Morning,66,70,44,92,14,120,30595,141.17,20.28,0.37,1.21,19.6,16.97,3.9,84.88,0,74,60,14.74,84.2,54.77,215
2025-10-31,Afternoon,56,66,47,75,16,103,27489,125.12,10.25,1.41,1.82,32.7,16.7,7.8,80.09,4,77,59,4.02,138.5,53.97,200
2024-02-25,Morning,56,70,48,78,12,112,18488,91.8,15.58,0.02,0.33,8.9,17.09,15.7,73.77,1,105,67,5.23,21.4,36.26,159
2025-10-17,Afternoon,79,61,56,84,14,127,22875,157.24,14.73,0.74,2.9,29.3,17.13,3.9,75.77,0,30,20,4.57,34.9,50.68,181
2026-12-11,Morning,83,111,87,107,27,172,35000,292.85,22.67,0.55,2.03,23.7,17.48,1.8,91.72,0,107,94,2.52,77.1,78.46,260
2024-01-19,Night,20,28,10,38,4,40,8915,39.86,5.94,1.02,1.1,20.3,18.42,2.2,58.67,1,94,35,1.71,8.2,11.16,75
2025-05-29,Night,38,31,15,54,4,69,12553,50.72,8.01,0.17,1.41,5.7,18.09,6.5,61.84,2,91,43,1.42,24.2,20.91,90
2025-06-25,Night,30,32,14,48,2,58,9826,25.09,7.89,0.19,8.5,35.1,5.63,81.7,53.08,0,75,28,15.38,178.0,30.62,133
2026-09-09,Night,41,37,17,61,7,70,13638,63.34,7.02,0.62,1.22,17.4,18.14,3.8,66.59,0,102,40,1.18,10.0,21.91,97
2024-11-05,Night,55,49,30,74,5,101,17979,104.55,10.02,0.6,0.75,27.9,17.37,13.0,71.37,0,83,44,4.52,3.5,31.96,126
2025-06-05,Afternoon,65,77,47,95,20,120,27862,168.88,13.65,0.05,2.62,17.5,17.75,4.7,82.27,1,84,67,5.05,74.4,57.76,211
2026-02-25,Morning,77,66,60,83,25,121,35000,190.3,14.11,21.74,2.77,12.2,14.92,26.4,80.84,2,82,65,1.45,59.0,66.94,250
2024-03-07,Night,32,43,15,60,9,62,10330,62.96,12.9,1.41,0.09,6.9,18.94,3.4,57.47,0,83,34,6.01,9.8,15.89,99
2026-05-27,Night,31,39,14,56,4,69,10935,37.78,7.81,0.07,4.95,23.6,16.54,3.3,56.0,1,69,42,3.52,62.0,25.48,101
2026-06-20,Night,43,52,25,70,6,90,16703,61.52,10.36,1.23,2.99,25.7,14.73,29.4,68.2,2,46,27,3.58,21.5,33.24,132
2026-02-27,Night,44,46,19,71,5,89,12698,49.38,9.14,0.48,2.42,22.7,18.0,2.7,66.33,1,74,28,2.11,20.4,25.8,102
2025-12-11,Morning,89,68,56,101,12,144,25565,148.47,26.79,1.59,0.72,10.2,18.36,0.1,84.75,1,73,56,15.9,65.1,53.38,213
2026-03-30,Night,34,30,13,51,3,62,8115,45.64,6.5,1.84,0.89,4.5,16.59,11.5,61.28,0,72,32,2.51,14.7,12.43,78
2026-05-06,Night,38,33,18,53,10,56,10021,64.03,7.21,1.59,1.68,11.0,17.87,4.0,64.47,0,116,51,4.59,5.6,17.81,103
2026-09-17,Afternoon,39,35,15,59,2,71,9656,46.06,10.51,12.97,1.47,24.0,18.64,1.0,66.99,0,72,40,3.5,4.4,16.7,104
2025-04-14,Night,58,44,27,75,6,98,17156,78.38,23.88,1.58,1.15,17.2,18.78,0.4,58.87,0,75,45,2.04,12.5,30.44,117
2025-05-14,Afternoon,38,46,22,62,5,80,17093,72.04,7.68,1.85,1.26,15.5,18.86,0.0,68.99,1,76,41,2.14,3.9,27.66,116
2025-11-30,Night,27,33,14,46,3,53,10680,33.1,10.1,1.38,0.84,16.7,18.23,7.1,65.62,2,76,33,2.33,17.7,15.33,87
2024-07-30,Morning,72,88,72,88,22,139,33036,205.34,18.98,1.64,4.97,29.3,10.87,48.5,83.63,2,97,68,2.68,104.4,73.88,245
2026-07-27,Night,48,53,35,66,8,93,20868,90.4,13.4,2.0,1.09,20.7,17.68,0.0,72.17,1,80,48,5.57,9.8,35.24,146
2026-04-24,Morning,49,70,47,72,14,104,26857,125.57,13.1,0.34,5.24,19.5,12.62,38.1,86.79,0,66,56,2.03,77.4,54.66,188
2025-11-22,Morning,89,97,62,124,18,168,35000,130.69,20.74,24.98,2.94,18.2,17.54,2.3,87.22,0,77,72,4.42,237.7,74.23,260
2024-11-26,Morning,60,59,40,79,8,116,19929,140.14,15.64,1.57,5.43,58.3,7.08,39.5,81.88,0,88,67,2.08,63.6,48.47,172
2025-01-16,Afternoon,45,40,23,62,5,78,12882,51.68,12.01,0.97,2.63,12.2,15.91,14.0,63.93,1,101,57,3.62,12.0,25.4,118
2025-04-21,Morning,51,57,27,81,10,99,18616,80.44,7.68,0.12,5.45,22.1,16.48,2.8,74.94,0,74,44,3.6,62.1,42.27,152
2025-12-27,Night,45,42,21,66,7,75,12231,59.38,11.53,0.16,0.19,21.8,18.74,0.0,52.18,2,60,29,2.38,12.9,21.72,102
2026-05-02,Afternoon,66,75,56,85,20,123,31940,191.81,15.71,0.81,2.92,25.9,15.62,22.8,81.89,0,70,62,6.44,136.8,63.81,227
2026-01-06,Night,37,29,16,50,5,66,9454,58.0,7.32,0.54,1.99,19.6,17.21,4.2,52.42,0,78,43,2.52,9.7,16.72,89
2026-10-16,Morning,58,74,53,79,14,120,25998,113.96,14.87,0.6,2.19,14.8,17.84,0.0,83.23,2,89,78,18.36,115.5,52.29,223
2026-11-18,Morning,42,36,19,59,3,77,12639,42.48,8.34,0.84,1.68,30.1,16.3,3.3,57.62,2,80,32,4.07,18.3,22.6,106
2026-02-11,Night,31,29,12,48,4,58,10369,37.11,7.83,1.48,1.49,9.9,17.62,10.7,49.76,2,41,17,4.06,16.1,16.41,90
2025-02-10,Afternoon,50,45,28,67,2,88,19511,79.36,11.95,1.62,2.68,36.0,17.51,2.2,74.98,2,98,60,1.83,27.4,36.47,134
2025-10-18,Afternoon,40,41,20,61,7,79,20460,78.39,11.76,1.8,2.83,41.1,14.54,18.5,66.57,7,82,52,6.42,102.5,40.89,163
2025-04-10,Night,37,34,17,54,5,70,10800,50.89,10.15,23.13,4.7,32.8,11.28,36.6,56.17,1,77,30,19.26,32.6,25.08,157
2025-11-20,Night,51,39,18,72,5,84,12079,88.28,11.24,1.69,9.6,32.4,11.15,1.2,64.98,1,87,34,3.74,178.4,43.94,134
2026-06-09,Afternoon,57,69,43,83,10,112,27950,140.91,15.82,0.23,4.44,36.7,16.04,0.6,82.44,0,74,65,4.13,143.8,57.63,196
2025-02-08,Night,26,20,10,36,6,38,8711,30.87,5.41,0.39,2.51,13.1,17.59,1.8,58.82,1,71,27,4.48,13.1,12.93,87
2025-07-08,Afternoon,47,51,27,71,3,93,12907,38.13,9.79,0.55,2.2,15.8,15.85,11.1,75.54,2,94,56,4.77,13.4,27.19,123
2024-02-20,Afternoon,36,49,21,64,11,69,13579,91.51,10.48,0.62,2.31,15.0,16.14,19.0,67.14,2,55,32,16.27,13.8,28.3,156
2026-03-18,Morning,58,46,30,74,4,104,16297,93.0,10.11,0.5,4.08,27.1,12.05,37.1,73.83,0,80,46,2.1,25.6,36.47,133
2025-06-20,Morning,82,74,54,102,19,138,25173,120.13,21.25,0.63,1.14,18.5,17.95,4.7,87.3,0,72,55,6.17,85.4,51.81,206
2025-05-18,Morning,60,62,45,77,11,113,20692,187.0,13.72,1.68,1.06,18.1,18.17,0.8,79.29,2,62,52,1.57,78.4,45.77,169
2025-08-06,Night,33,48,18,63,8,74,12338,61.58,18.9,1.06,0.36,9.4,19.15,0.0,48.97,1,91,46,4.27,6.4,20.2,104
2024-08-24,Afternoon,51,63,24,90,8,102,26122,83.49,16.32,0.68,1.21,12.0,18.83,0.5,77.44,0,54,43,2.32,40.5,42.56,154
2025-10-17,Morning,55,66,37,84,10,116,19564,113.31,14.84,1.74,2.35,34.3,17.4,8.4,84.84,2,107,79,1.35,34.4,42.41,162
2026-03-27,Afternoon,45,70,33,82,10,105,16506,59.91,17.52,0.93,0.22,52.4,18.45,0.4,72.69,1,114,70,6.03,11.7,30.31,145
2025-01-18,Morning,76,61,47,90,17,120,18330,200.82,14.14,1.79,0.57,11.1,17.73,2.3,91.99,0,72,56,1.59,40.1,43.39,173
2024-05-23,Morning,77,69,50,96,11,137,23559,84.47,28.79,1.31,2.8,14.7,17.16,6.9,78.23,0,68,49,5.45,67.1,49.41,180
2025-02-27,Night,48,42,23,67,3,89,17360,33.3,13.88,0.15,2.64,16.4,16.49,15.9,72.69,0,89,48,4.67,13.1,29.12,116
2024-08-05,Afternoon,88,70,62,96,25,134,27399,204.43,19.55,1.99,0.54,10.3,18.74,1.8,85.35,0,73,62,5.29,48.0,56.59,219
2025-02-13,Morning,73,71,48,96,20,126,20702,107.19,23.28,0.05,1.14,17.2,17.94,7.9,79.34,0,104,73,3.85,45.6,43.7,181
2025-11-18,Afternoon,48,33,20,61,5,75,13486,61.3,15.24,1.67,5.39,37.0,16.84,0.3,69.35,2,81,39,6.55,89.5,33.44,137
2024-05-04,Morning,64,60,45,79,9,119,23459,87.4,23.24,1.74,0.21,16.4,16.1,11.5,79.07,0,104,75,5.45,37.3,39.93,164
2026-03-30,Afternoon,70,73,50,93,15,128,25399,115.98,23.9,0.92,4.24,31.1,14.38,24.9,90.5,0,76,62,1.65,95.7,55.56,190
2024-09-03,Night,38,48,24,62,8,76,16129,90.39,6.74,1.38,0.42,8.2,18.02,1.6,79.47,2,93,47,1.06,13.7,27.42,114
2026-09-07,Afternoon,45,50,31,64,8,85,15738,106.67,10.33,0.16,0.42,17.7,18.85,3.0,66.76,0,104,64,1.06,8.2,27.65,119
2026-03-13,Afternoon,59,55,31,83,9,106,16536,93.94,15.3,0.09,0.45,26.6,18.29,3.4,86.89,0,71,50,2.71,29.9,31.79,137
2024-10-25,Morning,67,48,38,77,9,104,20528,69.61,10.95,0.78,2.46,48.1,15.07,25.6,71.78,0,73,41,6.37,8.9,38.15,162
2025-09-09,Afternoon,89,102,86,105,28,162,35000,217.2,13.89,1.24,1.61,17.2,16.6,0.0,90.16,2,57,45,1.63,79.8,75.18,250
2024-05-01,Morning,39,47,22,64,8,75,17795,67.85,6.04,1.37,1.82,12.8,17.56,3.0,67.42,0,87,46,2.79,12.6,28.93,124
2024-04-19,Morning,48,45,22,71,7,89,12670,59.57,14.97,1.28,1.71,19.0,18.03,3.6,73.9,15,58,20,3.83,177.0,40.47,161
2026-11-13,Night,30,34,15,49,4,58,10836,45.39,4.1,0.24,2.18,19.4,15.34,17.0,41.0,2,89,32,4.04,14.8,19.27,92
2026-05-29,Afternoon,49,57,31,75,8,98,19327,51.21,11.8,0.69,2.87,29.4,15.96,0.1,78.92,0,69,41,6.43,21.7,35.48,145
2024-06-18,Afternoon,104,116,77,143,20,180,35000,229.63,16.32,0.89,0.81,9.1,17.8,2.1,90.88,0,101,96,6.12,62.7,77.5,251
2024-11-05,Morning,80,55,47,88,14,119,21153,123.82,17.93,0.59,9.32,38.9,14.88,2.8,91.44,1,61,46,3.48,129.7,61.4,201
2024-08-04,Night,40,29,14,55,4,69,14152,37.47,9.02,0.42,2.69,13.5,18.12,0.4,63.01,1,65,28,6.4,27.2,23.51,107
2025-03-09,Morning,55,82,40,97,11,127,26860,129.1,24.31,0.22,0.72,7.1,16.68,3.6,78.38,1,91,73,5.31,44.3,49.68,180
2024-11-15,Afternoon,44,43,25,62,3,84,13337,63.79,11.93,0.47,0.84,6.9,18.47,3.7,63.18,10,74,35,1.13,116.0,33.14,126
2024-12-25,Night,53,46,20,79,5,97,18982,38.39,14.96,1.64,2.46,18.3,12.46,8.4,79.23,0,97,60,6.03,21.8,32.47,128
2025-08-03,Afternoon,57,64,47,74,13,103,17774,136.05,16.12,1.24,4.72,32.3,16.09,0.2,72.51,0,56,36,5.76,47.4,44.79,171
2024-07-26,Night,49,30,20,59,8,67,14565,74.96,5.42,0.95,2.37,19.3,16.71,14.5,66.17,1,71,32,3.52,22.0,26.85,119
2026-08-25,Morning,71,57,52,76,21,108,23819,176.8,10.97,1.74,5.56,33.0,16.65,0.0,81.73,2,86,74,2.69,84.8,58.15,212
2026-03-08,Afternoon,67,68,57,78,18,118,24370,215.68,28.63,1.79,1.88,23.2,17.54,0.0,82.15,10,73,52,1.63,183.4,63.68,219
2026-04-13,Night,41,48,27,62,5,89,13671,61.09,10.71,1.44,2.27,15.4,16.62,0.0,72.21,0,53,19,10.69,6.7,25.74,121
2024-07-04,Afternoon,108,84,73,119,22,172,35000,221.91,18.91,1.65,0.8,18.9,16.65,2.8,88.44,0,58,53,2.17,97.8,72.78,242
2026-02-15,Afternoon,51,48,25,74,7,96,20314,52.52,13.61,1.84,2.94,23.2,15.62,14.8,67.04,0,87,54,3.69,24.8,35.46,141
2026-07-05,Morning,85,62,55,92,22,127,29474,174.9,33.34,1.55,5.3,19.3,10.2,50.7,85.52,0,119,83,2.8,97.3,65.29,225
2024-07-10,Night,48,44,28,64,6,90,14239,143.19,15.55,0.05,0.1,7.8,18.92,3.6,66.23,0,57,29,6.02,14.0,26.9,117
2026-04-03,Night,28,28,16,40,9,44,10477,94.43,10.57,1.15,1.23,15.7,17.7,10.6,46.64,1,109,43,5.68,13.4,17.18,100
2025-01-27,Afternoon,36,31,13,54,7,63,10500,84.74,11.08,12.13,4.32,20.2,16.98,1.9,56.24,1,58,25,4.44,32.9,24.98,122
2026-05-13,Night,32,57,26,63,11,75,12119,106.3,12.94,1.43,1.95,39.4,18.35,0.0,59.97,2,75,30,6.29,18.2,27.69,130
2025-06-08,Afternoon,39,48,22,65,6,78,12229,62.91,10.93,0.2,4.6,23.8,16.43,0.6,63.34,0,76,39,5.72,20.7,28.72,122
2026-05-29,Afternoon,53,56,33,76,9,102,16589,109.29,20.72,1.35,2.84,19.3,15.07,0.0,65.54,0,68,38,1.43,17.6,35.94,132
2024-06-10,Morning,88,92,75,105,23,162,32514,284.3,18.88,0.77,1.32,10.9,16.49,10.9,84.01,0,75,64,1.91,72.7,71.59,240
2025-03-02,Afternoon,51,46,19,78,8,90,20583,73.78,7.09,0.31,1.64,21.7,18.63,0.1,74.57,0,72,46,3.63,6.7,33.56,132
2024-10-26,Night,26,41,15,52,5,64,12740,85.74,8.16,0.95,0.89,29.9,18.19,7.4,67.76,1,92,38,5.33,8.5,20.29,103
2024-09-29,Afternoon,50,50,23,77,8,91,15054,84.55,12.56,1.77,1.26,7.0,17.14,3.4,73.41,0,96,39,6.19,9.3,28.41,127
2024-12-03,Morning,66,49,40,75,13,103,19860,100.7,13.57,0.95,2.17,16.7,15.92,9.4,69.73,1,81,56,1.82,24.8,39.62,156
2025-02-23,Afternoon,92,85,72,105,24,150,33387,171.14,17.77,1.57,4.63,24.3,13.16,34.0,87.24,0,102,83,6.69,119.7,73.67,254
2024-05-19,Night,25,37,17,45,2,60,11444,45.24,5.56,1.48,2.5,23.1,14.06,28.4,50.64,2,72,30,6.38,34.4,20.53,100
2026-02-13,Night,22,24,12,34,3,46,7173,34.26,4.97,0.38,1.14,11.6,17.54,11.5,62.06,2,71,32,2.05,8.2,9.69,75
2025-08-26,Morning,81,70,53,98,15,135,28110,288.38,16.55,0.06,0.07,7.5,19.09,0.0,86.69,0,85,74,3.44,85.3,60.0,206
2026-06-27,Morning,61,71,48,84,21,108,28736,179.86,20.1,0.26,4.67,19.2,12.38,31.3,83.04,2,81,69,3.25,82.3,62.23,221
2026-02-11,Afternoon,57,54,41,70,9,99,17263,115.1,11.71,0.42,1.57,8.9,16.62,11.6,78.83,0,72,49,6.23,40.3,35.33,150
2024-06-12,Morning,108,98,86,120,29,180,33604,283.28,29.46,1.57,0.23,11.9,18.93,3.9,86.4,0,83,76,3.54,110.3,76.07,267
2024-03-17,Night,36,36,18,54,13,60,15661,101.37,6.65,0.82,2.04,13.8,17.69,3.2,60.07,1,45,23,5.44,13.0,27.15,123
2025-04-08,Afternoon,44,45,29,60,6,78,16830,66.56,9.93,0.05,0.33,11.3,17.84,0.0,57.84,0,90,48,6.05,9.1,25.56,119
2025-06-11,Afternoon,107,85,86,106,28,159,32702,223.89,32.59,1.04,2.52,21.8,15.25,23.0,93.96,1,90,76,2.12,90.9,74.51,257
2024-09-20,Morning,78,69,56,91,12,133,26616,121.73,17.73,0.75,0.38,23.1,19.05,0.2,87.6,3,89,80,5.52,88.1,52.85,196
2026-05-07,Afternoon,41,61,34,68,17,89,16358,127.8,14.77,1.77,4.24,14.8,17.24,1.4,74.89,1,78,37,2.47,29.4,39.07,154
2025-09-29,Night,35,37,19,53,7,60,10431,50.47,6.23,1.0,1.6,39.2,18.18,1.0,50.29,0,104,49,2.87,8.2,17.65,99
2026-03-30,Afternoon,67,65,56,76,15,118,21740,147.38,18.85,0.44,2.49,17.0,17.05,4.0,90.83,1,67,46,2.71,33.1,47.64,175
2024-04-29,Morning,75,67,53,89,16,125,27652,142.59,20.72,0.37,0.51,8.5,18.74,2.1,92.01,1,103,86,1.4,79.2,52.36,189
2026-06-12,Morning,64,72,56,80,12,120,24364,173.1,15.85,1.01,1.92,21.2,17.27,0.0,90.24,1,82,63,6.07,73.9,52.02,193
2024-08-13,Night,35,37,15,57,3,67,9156,45.81,15.94,1.84,2.44,25.6,18.0,0.0,56.94,1,103,46,2.53,13.8,18.69,90
2025-05-06,Night,39,42,21,60,6,76,16662,65.56,11.54,1.67,0.74,21.0,17.9,7.4,69.63,2,86,44,3.73,22.6,26.64,117
2025-04-26,Morning,93,98,83,108,24,162,32112,296.28,21.36,1.88,1.57,10.9,18.35,2.4,89.96,2,95,81,6.24,85.3,76.17,257
2026-06-18,Afternoon,48,35,23,60,5,81,15681,61.08,12.84,0.67,2.82,21.5,16.67,11.2,77.31,0,80,37,1.42,14.3,27.87,117
2024-10-30,Morning,43,45,24,64,10,78,13834,82.65,16.01,0.17,1.57,17.1,16.75,9.0,65.39,0,81,46,3.22,3.3,25.38,123
2024-09-20,Afternoon,35,41,18,58,12,59,14915,41.86,14.7,1.19,0.51,7.7,16.12,4.2,65.28,2,66,33,6.08,16.2,22.24,123
2025-01-07,Morning,61,42,33,70,7,91,17674,109.28,14.83,0.44,2.43,14.4,14.49,18.0,69.31,0,84,50,2.36,21.5,35.24,137
2025-01-30,Night,30,32,14,48,6,60,8047,44.51,6.53,1.38,0.13,4.3,19.18,2.0,55.89,0,82,35,2.67,6.3,10.33,78
2024-07-18,Night,57,54,35,76,13,97,19205,106.66,21.62,1.76,0.26,14.7,18.65,5.0,73.85,2,73,51,5.09,27.8,35.81,152
2024-07-12,Morning,70,68,54,84,23,116,24817,216.45,15.11,1.31,2.19,17.6,16.49,16.1,83.92,0,87,63,4.89,24.0,53.57,210
2024-09-10,Afternoon,47,54,23,78,6,93,16335,70.22,10.09,1.07,5.24,33.2,11.2,36.6,71.78,2,61,30,1.92,117.9,40.66,142
2025-05-27,Morning,57,64,42,79,6,116,18876,65.81,16.14,0.84,0.88,6.5,18.8,0.0,73.06,1,59,38,1.88,35.3,35.8,138
2025-01-11,Morning,62,76,41,97,13,129,31793,100.3,18.96,1.16,1.41,14.4,18.07,0.7,78.91,0,90,73,2.78,68.5,54.39,189
2025-03-05,Morning,34,35,14,55,2,66,8359,30.56,10.18,0.76,0.54,21.2,16.62,5.7,55.81,0,58,19,6.08,1.3,11.92,86
2026-02-27,Morning,59,63,42,80,11,110,18424,177.37,13.05,1.08,2.72,19.0,17.42,7.3,82.55,0,81,45,5.84,11.7,43.1,166
2024-09-21,Night,33,32,14,51,4,63,10545,42.83,7.01,0.22,2.08,42.9,17.54,3.1,66.55,14,86,41,6.15,134.2,31.41,139
2026-09-24,Morning,62,59,32,89,9,113,19481,76.84,22.08,0.04,1.18,18.6,16.75,16.7,85.43,15,65,45,3.57,142.4,51.49,194
2026-04-03,Night,44,50,19,75,4,86,16372,59.7,7.28,9.47,0.57,12.9,19.16,0.0,68.32,2,72,33,1.53,14.6,27.92,112
2024-07-10,Morning,69,72,50,91,15,124,28768,112.1,15.94,0.19,0.71,19.6,18.14,2.9,79.43,2,70,44,2.72,36.9,52.17,191
2024-12-09,Afternoon,70,70,41,99,17,126,24251,245.44,22.22,0.75,2.63,28.3,17.36,4.0,89.14,2,77,70,2.95,214.8,61.28,209
2024-07-20,Afternoon,64,69,40,93,10,118,28618,92.76,10.11,1.49,1.46,9.6,17.95,7.4,81.18,1,79,68,3.07,64.8,50.79,180
2024-10-25,Night,45,39,19,65,8,79,11304,72.92,10.11,1.66,1.61,10.5,18.55,0.0,60.83,0,74,31,2.63,8.7,21.83,101
2025-02-04,Morning,84,76,67,93,21,144,28605,259.18,17.98,1.39,1.94,13.9,18.15,3.4,96.04,2,70,67,4.63,104.7,66.33,233
2024-05-23,Morning,57,70,38,89,14,110,27458,86.63,12.66,0.92,2.55,22.1,17.3,7.2,81.7,0,69,53,5.45,40.2,48.95,182
2024-01-16,Afternoon,67,55,30,92,12,108,20349,59.4,11.17,1.45,2.94,44.0,12.43,27.5,77.41,1,65,46,3.51,39.8,41.14,168
2025-04-25,Afternoon,60,53,41,72,13,104,18646,90.53,14.48,0.44,1.44,25.4,17.5,2.1,76.83,1,52,41,3.79,51.0,36.71,157
2026-02-07,Afternoon,40,32,19,53,6,71,11701,76.16,17.13,0.43,4.9,43.3,10.6,35.6,59.33,0,81,36,2.76,48.1,27.25,119
